Sangster International Airport, JM 
Month  Day    Year     Temp      QNH          Hour 
January    1    2018       25   1015.9       7:00 PM 
January    1    2018       25   1015.9       8:00 PM 
January    1    2018       25   1014.9       9:00 PM 
January    1    2018       25   1014.9      10:00 PM 
January    1    2018       25   1014.9      11:00 PM 
January    1    2018       25   1014.9      12:00 AM 
January    1    2018       24   1015.9       1:00 AM 
January    1    2018       24   1015.9       2:00 AM 
January    1    2018       26   1016.9       3:00 AM 
January    1    2018       27   1017.9       4:00 AM 
January    1    2018       28   1017.9       5:00 AM 
January    1    2018       29   1016.9       6:00 AM 
January    1    2018       29   1015.9       7:00 AM 
January    1    2018       30   1014.9       8:00 AM 
January    1    2018       29   1013.9       9:00 AM 
January    1    2018       29   1013.9      10:00 AM 
January    1    2018       28   1013.9      11:00 AM 
January    1    2018       27   1013.9      12:00 PM 
January    1    2018       26   1013.9       1:00 PM 
January    1    2018       25   1014.9       2:00 PM 
January    1    2018       25   1015.9       3:00 PM 
January    1    2018       25   1015.9       4:00 PM 
January    1    2018       25   1015.9       5:00 PM 
January    1    2018       24   1015.9       6:00 PM 
January    2    2018       25   1015.9       7:00 PM 
January    2    2018       24   1014.9       8:00 PM 
January    2    2018       24   1013.9       9:00 PM 
January    2    2018       25   1013.9      10:00 PM 
January    2    2018       25   1013.9      11:00 PM 
January    2    2018       24   1012.9      12:00 AM 
January    2    2018       24   1013.9       1:00 AM 
January    2    2018       24   1013.9       2:00 AM 
January    2    2018       25   1014.9       3:00 AM 
January    2    2018       27   1015.9       4:00 AM 
January    2    2018       27   1015.9       5:00 AM 
January    2    2018       28   1015.9       6:00 AM 
January    2    2018       28   1014.9       7:00 AM 
January    2    2018       28   1013.9       8:00 AM 
January    2    2018       28   1012.9       9:00 AM 
January    2    2018       28   1011.9      10:00 AM 
January    2    2018       28   1011.9      11:00 AM 
January    2    2018       27   1011.9      12:00 PM 
January    2    2018       27   1012.9       1:00 PM 
January    2    2018       27   1012.9       2:00 PM 
January    2    2018       26   1013.9       3:00 PM 
January    2    2018       26   1013.9       4:00 PM 
January    2    2018       25   1012.9       5:00 PM 
January    2    2018       25   1013.9       6:00 PM 
January    3    2018       25   1012.9       7:00 PM 
January    3    2018       25   1012.9       8:00 PM 
January    3    2018       25   1011.9       9:00 PM 
January    3    2018       24   1010.9      10:00 PM 
January    3    2018       24   1010.9      11:00 PM 
January    3    2018       24   1010.9      12:00 AM 
January    3    2018       24   1011.9       1:00 AM 
January    3    2018       24   1011.9       2:00 AM 
January    3    2018       25   1012.9       3:00 AM 
January    3    2018       26   1012.9       4:00 AM 
January    3    2018       27   1013.9       5:00 AM 
January    3    2018       28   1012.9       6:00 AM 
January    3    2018       29   1012.9       7:00 AM 
January    3    2018       28   1011.9       8:00 AM 
January    3    2018       29   1011.9       9:00 AM 
January    3    2018       28   1010.9      10:00 AM 
January    3    2018       28   1010.9      11:00 AM 
January    3    2018       27   1011.9      12:00 PM 
January    3    2018       26   1011.9       1:00 PM 
January    3    2018       27   1012.9       2:00 PM 
January    3    2018       26   1012.9       3:00 PM 
January    3    2018       26   1013.9       4:00 PM 
January    3    2018       26   1013.9       5:00 PM 
January    3    2018       26   1013.9       6:00 PM 
January    4    2018       26   1013.9       7:00 PM 
January    4    2018       26   1013.9       8:00 PM 
January    4    2018       26   1012.9       9:00 PM 
January    4    2018       26   1011.9      10:00 PM 
January    4    2018       26   1012.9      11:00 PM 
January    4    2018       26   1012.9      12:00 AM 
January    4    2018       26   1012.9       1:00 AM 
January    4    2018       25   1013.9       2:00 AM 
January    4    2018       25   1014.9       3:00 AM 
January    4    2018       25   1015.9       4:00 AM 
January    4    2018       25   1016.9       5:00 AM 
January    4    2018       25   1015.9       6:00 AM 
January    4    2018       26   1015.9       7:00 AM 
January    4    2018       26   1014.9       8:00 AM 
January    4    2018       26   1014.9       9:00 AM 
January    4    2018       26   1013.9      10:00 AM 
January    4    2018       25   1013.9      11:00 AM 
January    4    2018       25   1014.9      12:00 PM 
January    4    2018       25   1014.9       1:00 PM 
January    4    2018       25   1015.9       2:00 PM 
January    4    2018       25   1015.9       3:00 PM 
January    4    2018       25   1016.9       4:00 PM 
January    4    2018       25   1016.9       5:00 PM 
January    4    2018       26   1016.9       6:00 PM 
January    5    2018       25   1015.9       7:00 PM 
January    5    2018       25   1015.9       8:00 PM 
January    5    2018       25   1015.9       9:00 PM 
January    5    2018       25   1015.9      10:00 PM 
January    5    2018       24   1015.9      11:00 PM 
January    5    2018       24   1015.9      12:00 AM 
January    5    2018       23   1016.9       1:00 AM 
January    5    2018       24   1016.9       2:00 AM 
January    5    2018       24   1017.9       3:00 AM 
January    5    2018       24   1018.9       4:00 AM 
January    5    2018       23   1018.9       5:00 AM 
January    5    2018       22   1018.9       6:00 AM 
January    5    2018       22   1018.9       6:20 AM 
January    5    2018       22   1017.9       7:00 AM 
January    5    2018       22   1017.9       7:20 AM 
January    5    2018       22   1017.9       8:00 AM 
January    5    2018       22   1016.9       8:45 AM 
January    5    2018       23   1016.9       9:00 AM 
January    5    2018       23   1015.9      10:00 AM 
January    5    2018       23   1016.9      10:40 AM 
January    5    2018       23   1016.9      11:00 AM 
January    5    2018       22   1016.9      12:00 PM 
January    5    2018       22   1016.9      12:17 PM 
January    5    2018       22   1016.9       1:00 PM 
January    5    2018       22   1017.9       2:00 PM 
January    5    2018       23   1017.9       3:00 PM 
January    5    2018       23   1017.9       4:00 PM 
January    5    2018       23   1017.9       5:00 PM 
January    5    2018       22   1017.9       6:00 PM 
January    6    2018       22   1017.9       7:00 PM 
January    6    2018       22   1017.9       7:16 PM 
January    6    2018       22   1016.9       8:00 PM 
January    6    2018       22   1015.9       9:00 PM 
January    6    2018       23   1014.9      10:00 PM 
January    6    2018       23   1015.9      11:00 PM 
January    6    2018       22   1015.9      12:00 AM 
January    6    2018       23   1015.9       1:00 AM 
January    6    2018       23   1015.9       2:00 AM 
January    6    2018       23   1016.9       2:28 AM 
January    6    2018       23   1016.9       3:00 AM 
January    6    2018       24   1016.9       4:00 AM 
January    6    2018       24   1016.9       5:00 AM 
January    6    2018       24   1016.9       6:00 AM 
January    6    2018       24   1015.9       7:00 AM 
January    6    2018       24   1014.9       8:00 AM 
January    6    2018       24   1013.9       9:00 AM 
January    6    2018       24   1013.9      10:00 AM 
January    6    2018       24   1013.9      11:00 AM 
January    6    2018       24   1013.9      12:00 PM 
January    6    2018       24   1013.9       1:00 PM 
January    6    2018       24   1014.9       2:00 PM 
January    6    2018       24   1014.9       3:00 PM 
January    6    2018       24   1015.9       4:00 PM 
January    6    2018       24   1015.9       5:00 PM 
January    6    2018       24   1015.9       6:00 PM 
January    7    2018       24   1014.9       7:00 PM 
January    7    2018       24   1014.9       8:00 PM 
January    7    2018       23   1013.9       9:00 PM 
January    7    2018       24   1013.9      10:00 PM 
January    7    2018       24   1013.9      11:00 PM 
January    7    2018       24   1013.9      11:21 PM 
January    7    2018       24   1013.9      11:30 PM 
January    7    2018       23   1013.9      12:00 AM 
January    7    2018       23   1013.9      12:20 AM 
January    7    2018       23   1014.9       1:00 AM 
January    7    2018       23   1015.9       2:00 AM 
January    7    2018       24   1015.9       3:00 AM 
January    7    2018       23   1016.9       3:25 AM 
January    7    2018       24   1016.9       4:00 AM 
January    7    2018       25   1016.9       5:00 AM 
January    7    2018       25   1016.9       6:00 AM 
January    7    2018       26   1015.9       7:00 AM 
January    7    2018       26   1014.9       8:00 AM 
January    7    2018       26   1013.9       9:00 AM 
January    7    2018       26   1012.9       9:45 AM 
January    7    2018       26   1012.9      10:00 AM 
January    7    2018       26   1013.9      11:00 AM 
January    7    2018       25   1013.9      12:00 PM 
January    7    2018       25   1013.9       1:00 PM 
January    7    2018       25   1014.9       2:00 PM 
January    7    2018       25   1014.9       3:00 PM 
January    7    2018       25   1015.9       4:00 PM 
January    7    2018       25   1014.9       5:00 PM 
January    7    2018       25   1014.9       6:00 PM 
January    8    2018       25   1013.9       7:00 PM 
January    8    2018       25   1013.9       8:00 PM 
January    8    2018       25   1012.9       9:00 PM 
January    8    2018       25   1012.9      10:00 PM 
January    8    2018       25   1012.9      11:00 PM 
January    8    2018       25   1012.9      12:00 AM 
January    8    2018       24   1012.9       1:00 AM 
January    8    2018       25   1013.9       2:00 AM 
January    8    2018       26   1013.9       3:00 AM 
January    8    2018       26   1014.9       4:00 AM 
January    8    2018       28   1014.9       5:00 AM 
January    8    2018       28   1013.9       6:00 AM 
January    8    2018       28   1012.9       7:00 AM 
January    8    2018       28   1011.9       8:00 AM 
January    8    2018       29   1011.9       9:00 AM 
January    8    2018       29   1010.9      10:00 AM 
January    8    2018       28   1010.9      11:00 AM 
January    8    2018       27   1011.9      12:00 PM 
January    8    2018       27   1011.9       1:00 PM 
January    8    2018       27   1011.9       2:00 PM 
January    8    2018       27   1013.9       3:00 PM 
January    8    2018       26   1013.9       4:00 PM 
January    8    2018       26   1013.9       5:00 PM 
January    8    2018       25   1013.9       6:00 PM 
January    9    2018       25   1013.9       7:00 PM 
January    9    2018       25   1012.9       8:00 PM 
January    9    2018       24   1012.9       9:00 PM 
January    9    2018       24   1012.9      10:00 PM 
January    9    2018       24   1012.9      11:00 PM 
January    9    2018       24   1012.9      12:00 AM 
January    9    2018       24   1012.9       1:00 AM 
January    9    2018       24   1013.9       2:00 AM 
January    9    2018       25   1013.9       3:00 AM 
January    9    2018       26   1014.9       4:00 AM 
January    9    2018       27   1014.9       5:00 AM 
January    9    2018       28   1013.9       6:00 AM 
January    9    2018       28   1013.9       7:00 AM 
January    9    2018       28   1012.9       8:00 AM 
January    9    2018       26   1011.9       9:00 AM 
January    9    2018       27   1010.9       9:14 AM 
January    9    2018       28   1010.9      10:00 AM 
January    9    2018       27   1010.9      10:32 AM 
January    9    2018       25   1010.9      11:00 AM 
January    9    2018       26   1011.9      11:35 AM 
January    9    2018       25   1011.9      12:00 PM 
January    9    2018       23   1012.9       1:00 PM 
January    9    2018       24   1012.9       1:20 PM 
January    9    2018       24   1012.9       2:00 PM 
January    9    2018       24   1013.9       3:00 PM 
January    9    2018       24   1013.9       4:00 PM 
January    9    2018       24   1013.9       5:00 PM 
January    9    2018       24   1013.9       6:00 PM 
January   10    2018       24   1012.9       7:00 PM 
January   10    2018       23   1012.9       8:00 PM 
January   10    2018       23   1011.9       9:00 PM 
January   10    2018       22   1011.9      10:00 PM 
January   10    2018       22   1011.9      11:00 PM 
January   10    2018       22   1011.9      12:00 AM 
January   10    2018       23   1011.9       1:00 AM 
January   10    2018       23   1012.9       2:00 AM 
January   10    2018       24   1013.9       3:00 AM 
January   10    2018       26   1014.9       4:00 AM 
January   10    2018       26   1014.9       5:00 AM 
January   10    2018       26   1014.9       6:00 AM 
January   10    2018       25   1014.9       6:35 AM 
January   10    2018       26   1013.9       7:00 AM 
January   10    2018       24   1012.9       8:00 AM 
January   10    2018       24   1011.9       8:17 AM 
January   10    2018       23   1011.9       9:00 AM 
January   10    2018       24   1011.9      10:00 AM 
January   10    2018       23   1011.9      10:16 AM 
January   10    2018       23   1011.9      11:00 AM 
January   10    2018       23   1011.9      11:25 AM 
January   10    2018       24   1011.9      12:00 PM 
January   10    2018       24   1011.9       1:00 PM 
January   10    2018       23   1011.9       2:00 PM 
January   10    2018       23   1012.9       3:00 PM 
January   10    2018       23   1013.9       4:00 PM 
January   10    2018       24   1013.9       5:00 PM 
January   10    2018       23   1013.9       6:00 PM 
January   11    2018       23   1012.9       7:00 PM 
January   11    2018       23   1012.9       8:00 PM 
January   11    2018       23   1011.9       9:00 PM 
January   11    2018       23   1011.9      10:00 PM 
January   11    2018       22   1011.9      11:00 PM 
January   11    2018       23   1011.9      12:00 AM 
January   11    2018       22   1012.9       1:00 AM 
January   11    2018       23   1012.9       2:00 AM 
January   11    2018       25   1013.9       3:00 AM 
January   11    2018       26   1014.9       4:00 AM 
January   11    2018       27   1014.9       5:00 AM 
January   11    2018       28   1014.9       6:00 AM 
January   11    2018       27   1013.9       7:00 AM 
January   11    2018       28   1012.9       8:00 AM 
January   11    2018       27   1011.9       9:00 AM 
January   11    2018       28   1011.9      10:00 AM 
January   11    2018       28   1011.9      11:00 AM 
January   11    2018       27   1011.9      12:00 PM 
January   11    2018       26   1011.9       1:00 PM 
January   11    2018       26   1012.9       2:00 PM 
January   11    2018       26   1012.9       3:00 PM 
January   11    2018       26   1013.9       4:00 PM 
January   11    2018       25   1013.9       5:00 PM 
January   11    2018       25   1013.9       6:00 PM 
January   12    2018       24   1013.9       7:00 PM 
January   12    2018       24   1013.9       8:00 PM 
January   12    2018       24   1012.9       9:00 PM 
January   12    2018       24   1012.9      10:00 PM 
January   12    2018       24   1012.9      11:00 PM 
January   12    2018       23   1012.9      12:00 AM 
January   12    2018       23   1013.9       1:00 AM 
January   12    2018       23   1014.9       2:00 AM 
January   12    2018       26   1014.9       3:00 AM 
January   12    2018       27   1015.9       4:00 AM 
January   12    2018       28   1015.9       5:00 AM 
January   12    2018       28   1014.9       6:00 AM 
January   12    2018       28   1013.9       7:00 AM 
January   12    2018       28   1012.9       8:00 AM 
January   12    2018       29   1012.9       9:00 AM 
January   12    2018       28   1011.9      10:00 AM 
January   12    2018       29   1011.9      11:00 AM 
January   12    2018       27   1012.9      12:00 PM 
January   12    2018       27   1012.9       1:00 PM 
January   12    2018       27   1013.9       2:00 PM 
January   12    2018       27   1014.9       3:00 PM 
January   12    2018       26   1014.9       4:00 PM 
January   12    2018       26   1015.9       5:00 PM 
January   12    2018       25   1015.9       6:00 PM 
January   13    2018       25   1014.9       7:00 PM 
January   13    2018       25   1014.9       8:00 PM 
January   13    2018       25   1013.9       9:00 PM 
January   13    2018       25   1013.9      10:00 PM 
January   13    2018       24   1012.9      11:00 PM 
January   13    2018       24   1013.9      12:00 AM 
January   13    2018       24   1014.9       1:00 AM 
January   13    2018       24   1014.9       2:00 AM 
January   13    2018       25   1015.9       3:00 AM 
January   13    2018       27   1016.9       4:00 AM 
January   13    2018       27   1016.9       5:00 AM 
January   13    2018       27   1017.9       6:00 AM 
January   13    2018       27   1015.9       7:00 AM 
January   13    2018       28   1014.9       8:00 AM 
January   13    2018       28   1013.9       9:00 AM 
January   13    2018       27   1013.9      10:00 AM 
January   13    2018       27   1013.9      11:00 AM 
January   13    2018       27   1013.9      12:00 PM 
January   13    2018       27   1014.9       1:00 PM 
January   13    2018       26   1015.9       2:00 PM 
January   13    2018       25   1015.9       3:00 PM 
January   13    2018       24   1016.9       4:00 PM 
January   13    2018       25   1016.9       5:00 PM 
January   13    2018       25   1016.9       6:00 PM 
January   14    2018       24   1015.9       7:00 PM 
January   14    2018       24   1015.9       8:00 PM 
January   14    2018       24   1014.9       9:00 PM 
January   14    2018       24   1014.9      10:00 PM 
January   14    2018       24   1014.9      11:00 PM 
January   14    2018       24   1014.9      12:00 AM 
January   14    2018       24   1014.9       1:00 AM 
January   14    2018       25   1015.9       2:00 AM 
January   14    2018       26   1015.9       3:00 AM 
January   14    2018       25   1016.9       4:00 AM 
January   14    2018       26   1016.9       5:00 AM 
January   14    2018       25   1016.9       6:00 AM 
January   14    2018       25   1016.9       6:08 AM 
January   14    2018       26   1015.9       7:00 AM 
January   14    2018       26   1014.9       8:00 AM 
January   14    2018       26   1013.9       9:00 AM 
January   14    2018       26   1013.9      10:00 AM 
January   14    2018       26   1012.9      11:00 AM 
January   14    2018       26   1013.9      12:00 PM 
January   14    2018       26   1013.9       1:00 PM 
January   14    2018       26   1013.9       2:00 PM 
January   14    2018       26   1014.9       3:00 PM 
January   14    2018       26   1014.9       4:00 PM 
January   14    2018       26   1014.9       5:00 PM 
January   14    2018       26   1014.9       6:00 PM 
January   15    2018       26   1014.9       7:00 PM 
January   15    2018       26   1014.9       8:00 PM 
January   15    2018       26   1013.9       9:00 PM 
January   15    2018       26   1013.9      10:00 PM 
January   15    2018       26   1013.9      11:00 PM 
January   15    2018       26   1013.9      12:00 AM 
January   15    2018       26   1014.9       1:00 AM 
January   15    2018       25   1014.9       2:00 AM 
January   15    2018       26   1015.9       3:00 AM 
January   15    2018       26   1016.9       4:00 AM 
January   15    2018       26   1016.9       5:00 AM 
January   15    2018       26   1016.9       6:00 AM 
January   15    2018       26   1015.9       7:00 AM 
January   15    2018       27   1014.9       8:00 AM 
January   15    2018       26   1013.9       9:00 AM 
January   15    2018       27   1013.9      10:00 AM 
January   15    2018       27   1013.9      11:00 AM 
January   15    2018       27   1013.9      12:00 PM 
January   15    2018       26   1013.9       1:00 PM 
January   15    2018       26   1013.9       1:47 PM 
January   15    2018       25   1014.9       2:00 PM 
January   15    2018       25   1014.9       2:36 PM 
January   15    2018       25   1014.9       3:00 PM 
January   15    2018       25   1014.9       4:00 PM 
January   15    2018       26   1015.9       5:00 PM 
January   15    2018       26   1014.9       6:00 PM 
January   16    2018       26   1014.9       7:00 PM 
January   16    2018       25   1014.9       8:00 PM 
January   16    2018       24   1013.9       9:00 PM 
January   16    2018       24   1013.9      10:00 PM 
January   16    2018       24   1013.9      11:00 PM 
January   16    2018       24   1013.9      12:00 AM 
January   16    2018       24   1014.9       1:00 AM 
January   16    2018       24   1014.9       2:00 AM 
January   16    2018       26   1015.9       3:00 AM 
January   16    2018       26   1016.9       4:00 AM 
January   16    2018       27   1016.9       5:00 AM 
January   16    2018       28   1015.9       6:00 AM 
January   16    2018       27   1015.9       7:00 AM 
January   16    2018       28   1014.9       8:00 AM 
January   16    2018       28   1013.9       9:00 AM 
January   16    2018       27   1013.9      10:00 AM 
January   16    2018       27   1013.9      11:00 AM 
January   16    2018       27   1013.9      12:00 PM 
January   16    2018       27   1014.9       1:00 PM 
January   16    2018       26   1014.9       2:00 PM 
January   16    2018       26   1015.9       3:00 PM 
January   16    2018       26   1015.9       4:00 PM 
January   16    2018       25   1015.9       5:00 PM 
January   16    2018       25   1015.9       6:00 PM 
January   17    2018       24   1015.9       7:00 PM 
January   17    2018       24   1014.9       8:00 PM 
January   17    2018       24   1014.9       9:00 PM 
January   17    2018       25   1013.9      10:00 PM 
January   17    2018       25   1013.9      11:00 PM 
January   17    2018       25   1014.9      12:00 AM 
January   17    2018       25   1014.9       1:00 AM 
January   17    2018       24   1015.9       2:00 AM 
January   17    2018       25   1016.9       3:00 AM 
January   17    2018       27   1016.9       4:00 AM 
January   17    2018       28   1016.9       5:00 AM 
January   17    2018       28   1016.9       6:00 AM 
January   17    2018       28   1015.9       7:00 AM 
January   17    2018       29   1014.9       8:00 AM 
January   17    2018       28   1014.9       9:00 AM 
January   17    2018       28   1013.9      10:00 AM 
January   17    2018       27   1013.9      11:00 AM 
January   17    2018       28   1013.9      12:00 PM 
January   17    2018       27   1014.9       1:00 PM 
January   17    2018       26   1014.9       2:00 PM 
January   17    2018       27   1015.9       3:00 PM 
January   17    2018       26   1015.9       4:00 PM 
January   17    2018       26   1016.9       5:00 PM 
January   17    2018       26   1016.9       6:00 PM 
January   18    2018       26   1015.9       7:00 PM 
January   18    2018       26   1015.9       8:00 PM 
January   18    2018       26   1014.9       9:00 PM 
January   18    2018       26   1014.9      10:00 PM 
January   18    2018       26   1014.9      11:00 PM 
January   18    2018       26   1014.9      12:00 AM 
January   18    2018       25   1014.9       1:00 AM 
January   18    2018       25   1015.9       2:00 AM 
January   18    2018       25   1015.9       3:00 AM 
January   18    2018       26   1016.9       4:00 AM 
January   18    2018       26   1017.9       5:00 AM 
January   18    2018       26   1016.9       6:00 AM 
January   18    2018       26   1016.9       7:00 AM 
January   18    2018       26   1015.9       8:00 AM 
January   18    2018       24   1015.9       8:28 AM 
January   18    2018       24   1014.9       9:00 AM 
January   18    2018       25   1014.9       9:34 AM 
January   18    2018       24   1014.9      10:00 AM 
January   18    2018       25   1014.9      11:00 AM 
January   18    2018       24   1014.9      12:00 PM 
January   18    2018       24   1015.9       1:00 PM 
January   18    2018       25   1015.9       2:00 PM 
January   18    2018       25   1015.9       3:00 PM 
January   18    2018       25   1015.9       4:00 PM 
January   18    2018       25   1016.9       5:00 PM 
January   18    2018       26   1016.9       6:00 PM 
January   19    2018       26   1015.9       7:00 PM 
January   19    2018       26   1015.9       8:00 PM 
January   19    2018       25   1015.9       9:00 PM 
January   19    2018       26   1014.9      10:00 PM 
January   19    2018       25   1014.9      11:00 PM 
January   19    2018       25   1014.9      12:00 AM 
January   19    2018       25   1014.9       1:00 AM 
January   19    2018       25   1014.9       2:00 AM 
January   19    2018       26   1015.9       3:00 AM 
January   19    2018       26   1016.9       4:00 AM 
January   19    2018       27   1016.9       5:00 AM 
January   19    2018       28   1016.9       6:00 AM 
January   19    2018       28   1015.9       7:00 AM 
January   19    2018       27   1015.9       8:00 AM 
January   19    2018       27   1014.9       9:00 AM 
January   19    2018       28   1013.9      10:00 AM 
January   19    2018       27   1013.9      11:00 AM 
January   19    2018       27   1013.9      12:00 PM 
January   19    2018       26   1014.9       1:00 PM 
January   19    2018       24   1014.9       2:00 PM 
January   19    2018       25   1014.9       3:00 PM 
January   19    2018       24   1015.9       4:00 PM 
January   19    2018       24   1015.9       5:00 PM 
January   19    2018       25   1015.9       6:00 PM 
January   20    2018       25   1015.9       7:00 PM 
January   20    2018       25   1014.9       8:00 PM 
January   20    2018       26   1013.9       9:00 PM 
January   20    2018       25   1013.9      10:00 PM 
January   20    2018       25   1013.9      10:18 PM 
January   20    2018       25   1013.9      11:00 PM 
January   20    2018       25   1013.9      12:00 AM 
January   20    2018       25   1013.9       1:00 AM 
January   20    2018       25   1014.9       1:27 AM 
January   20    2018       25   1014.9       2:00 AM 
January   20    2018       25   1015.9       3:00 AM 
January   20    2018       26   1016.9       4:00 AM 
January   20    2018       25   1016.9       4:23 AM 
January   20    2018       25   1016.9       5:00 AM 
January   20    2018       26   1015.9       6:00 AM 
January   20    2018       27   1014.9       7:00 AM 
January   20    2018       28   1014.9       8:00 AM 
January   20    2018       27   1013.9       9:00 AM 
January   20    2018       27   1013.9      10:00 AM 
January   20    2018       27   1012.9      10:36 AM 
January   20    2018       27   1012.9      11:00 AM 
January   20    2018       27   1013.9      11:34 AM 
January   20    2018       26   1013.9      12:00 PM 
January   20    2018       26   1013.9       1:00 PM 
January   20    2018       26   1014.9       2:00 PM 
January   20    2018       26   1014.9       2:07 PM 
January   20    2018       26   1015.9       3:00 PM 
January   20    2018       26   1015.9       4:00 PM 
January   20    2018       26   1015.9       5:00 PM 
January   20    2018       26   1015.9       6:00 PM 
January   21    2018       25   1014.9       7:00 PM 
January   21    2018       24   1014.9       8:00 PM 
January   21    2018       24   1013.9       9:00 PM 
January   21    2018       24   1012.9      10:00 PM 
January   21    2018       25   1012.9      11:00 PM 
January   21    2018       25   1013.9      12:00 AM 
January   21    2018       24   1013.9       1:00 AM 
January   21    2018       24   1014.9       2:00 AM 
January   21    2018       25   1015.9       3:00 AM 
January   21    2018       26   1015.9       4:00 AM 
January   21    2018       27   1015.9       5:00 AM 
January   21    2018       28   1015.9       6:00 AM 
January   21    2018       28   1014.9       7:00 AM 
January   21    2018       28   1013.9       8:00 AM 
January   21    2018       29   1012.9       9:00 AM 
January   21    2018       28   1011.9      10:00 AM 
January   21    2018       28   1012.9      11:00 AM 
January   21    2018       28   1011.9      12:00 PM 
January   21    2018       27   1011.9       1:00 PM 
January   21    2018       26   1012.9       2:00 PM 
January   21    2018       26   1012.9       3:00 PM 
January   21    2018       26   1013.9       4:00 PM 
January   21    2018       26   1013.9       5:00 PM 
January   21    2018       26   1013.9       6:00 PM 
January   22    2018       26   1013.9       7:00 PM 
January   22    2018       25   1013.9       8:00 PM 
January   22    2018       25   1012.9       9:00 PM 
January   22    2018       25   1012.9      10:00 PM 
January   22    2018       25   1012.9      11:00 PM 
January   22    2018       25   1011.9      12:00 AM 
January   22    2018       25   1012.9       1:00 AM 
January   22    2018       25   1013.9       2:00 AM 
January   22    2018       25   1014.9       3:00 AM 
January   22    2018       26   1014.9       4:00 AM 
January   22    2018       28   1014.9       5:00 AM 
January   22    2018       28   1014.9       6:00 AM 
January   22    2018       30   1013.9       7:00 AM 
January   22    2018       30   1012.9       8:00 AM 
January   22    2018       29   1010.9       9:00 AM 
January   22    2018       29   1010.9      10:00 AM 
January   22    2018       28   1010.9      11:00 AM 
January   22    2018       28   1012.9      12:00 PM 
January   22    2018       27   1012.9       1:00 PM 
January   22    2018       26   1011.9       2:00 PM 
January   22    2018       26   1012.9       3:00 PM 
January   22    2018       26   1012.9       4:00 PM 
January   22    2018       26   1013.9       5:00 PM 
January   22    2018       25   1013.9       6:00 PM 
January   23    2018       25   1012.9       7:00 PM 
January   23    2018       24   1013.9       8:00 PM 
January   23    2018       24   1012.9       9:00 PM 
January   23    2018       23   1011.9      10:00 PM 
January   23    2018       24   1011.9      11:00 PM 
January   23    2018       23   1012.9      12:00 AM 
January   23    2018       23   1012.9       1:00 AM 
January   23    2018       24   1013.9       2:00 AM 
January   23    2018       26   1013.9       3:00 AM 
January   23    2018       27   1014.9       4:00 AM 
January   23    2018       29   1014.9       5:00 AM 
January   23    2018       29   1014.9       6:00 AM 
January   23    2018       29   1013.9       7:00 AM 
January   23    2018       30   1012.9       8:00 AM 
January   23    2018       29   1012.9       9:00 AM 
January   23    2018       29   1011.9      10:00 AM 
January   23    2018       28   1011.9      11:00 AM 
January   23    2018       28   1012.9      12:00 PM 
January   23    2018       27   1012.9       1:00 PM 
January   23    2018       26   1013.9       2:00 PM 
January   23    2018       26   1013.9       3:00 PM 
January   23    2018       26   1014.9       4:00 PM 
January   23    2018       26   1014.9       5:00 PM 
January   23    2018       26   1014.9       6:00 PM 
January   24    2018       25   1014.9       7:00 PM 
January   24    2018       25   1013.9       8:00 PM 
January   24    2018       24   1013.9       9:00 PM 
January   24    2018       23   1013.9      10:00 PM 
January   24    2018       24   1013.9      11:00 PM 
January   24    2018       24   1013.9      12:00 AM 
January   24    2018       23   1014.9       1:00 AM 
January   24    2018       23   1014.9       2:00 AM 
January   24    2018       26   1015.9       3:00 AM 
January   24    2018       27   1015.9       4:00 AM 
January   24    2018       28   1015.9       5:00 AM 
January   24    2018       28   1015.9       6:00 AM 
January   24    2018       29   1014.9       7:00 AM 
January   24    2018       29   1013.9       8:00 AM 
January   24    2018       29   1012.9       9:00 AM 
January   24    2018       29   1012.9      10:00 AM 
January   24    2018       28   1012.9      11:00 AM 
January   24    2018       28   1012.9      12:00 PM 
January   24    2018       27   1013.9       1:00 PM 
January   24    2018       27   1013.9       2:00 PM 
January   24    2018       26   1014.9       3:00 PM 
January   24    2018       26   1015.9       4:00 PM 
January   24    2018       25   1015.9       5:00 PM 
January   24    2018       26   1015.9       6:00 PM 
January   25    2018       26   1015.9       7:00 PM 
January   25    2018       25   1014.9       8:00 PM 
January   25    2018       25   1014.9       9:00 PM 
January   25    2018       25   1013.9      10:00 PM 
January   25    2018       25   1013.9      11:00 PM 
January   25    2018       25   1013.9      12:00 AM 
January   25    2018       25   1014.9       1:00 AM 
January   25    2018       25   1014.9       2:00 AM 
January   25    2018       26   1015.9       3:00 AM 
January   25    2018       28   1016.9       4:00 AM 
January   25    2018       28   1016.9       5:00 AM 
January   25    2018       29   1016.9       6:00 AM 
January   25    2018       29   1015.9       7:00 AM 
January   25    2018       29   1015.9       8:00 AM 
January   25    2018       29   1014.9       9:00 AM 
January   25    2018       28   1013.9      10:00 AM 
January   25    2018       28   1013.9      11:00 AM 
January   25    2018       28   1013.9      12:00 PM 
January   25    2018       27   1014.9       1:00 PM 
January   25    2018       26   1014.9       2:00 PM 
January   25    2018       26   1015.9       3:00 PM 
January   25    2018       26   1015.9       4:00 PM 
January   25    2018       26   1015.9       5:00 PM 
January   25    2018       26   1015.9       6:00 PM 
January   26    2018       26   1015.9       7:00 PM 
January   26    2018       25   1015.9       7:37 PM 
January   26    2018       24   1015.9       8:00 PM 
